ch_name,mal_id,mal_title,img_url,mal_year
繼母的拖油瓶是我的前女友,49470,Mamahaha no Tsurego ga Motokano datta,https://cdn.myanimelist.net/images/anime/1708/123281.jpg,2022
相合之物,48779,Deaimon,https://cdn.myanimelist.net/images/anime/1054/121949.jpg,2022
這個僧侶有夠煩,48742,"Kono Healer, Mendokusai",https://cdn.myanimelist.net/images/anime/1565/121221.jpg,2022
道別的早晨就用約定之花點綴吧,35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,https://cdn.myanimelist.net/images/anime/11/89556.jpg,2018
盾之勇者成名錄,35790,Tate no Yuusha no Nariagari,https://cdn.myanimelist.net/images/anime/1490/101365.jpg,2019
式守同學不只可愛而已,45613,Kawaii dake ja Nai Shikimori-san,https://cdn.myanimelist.net/images/anime/1995/121695.jpg,2022
SPY×FAMILY 間諜家家酒,50265,Spy x Family,https://cdn.myanimelist.net/images/anime/1441/122795.jpg,2022
多田君不戀愛,36470,Tada-kun wa Koi wo Shinai,https://cdn.myanimelist.net/images/anime/1446/91841.jpg,2018
零之使魔,1195,Zero no Tsukaima,https://cdn.myanimelist.net/images/anime/8/20680.jpg,2006
Dimension W 維度戰記,31163,Dimension W,https://cdn.myanimelist.net/images/anime/8/86304.jpg,2016
騷亂時節的少女們。,38753,Araburu Kisetsu no Otome-domo yo.,https://cdn.myanimelist.net/images/anime/1622/111483.jpg,2019
少女終末旅行,35838,Shoujo Shuumatsu Ryokou,https://cdn.myanimelist.net/images/anime/12/88321.jpg,2017
TRINITY SEVEN 魔道書 7 使者,25157,Trinity Seven,https://cdn.myanimelist.net/images/anime/12/67795.jpg,2014
Orange 橘色奇蹟,32729,Orange,https://cdn.myanimelist.net/images/anime/1415/102477.jpg,2016
無職轉生，到了異世界就拿出真本事,39535,Mushoku Tensei: Isekai Ittara Honki Dasu,https://cdn.myanimelist.net/images/anime/1530/117776.jpg,2021
天才王子的赤字國家重生術,47159,Tensai Ouji no Akaji Kokka Saisei Jutsu,https://cdn.myanimelist.net/images/anime/1263/119511.jpg,2022
相愛相殺,44516,Koroshi Ai,https://cdn.myanimelist.net/images/anime/1485/119329.jpg,2022
戀上換裝娃娃,48736,Sono Bisque Doll wa Koi wo Suru,https://cdn.myanimelist.net/images/anime/1179/119897.jpg,2022
擅長捉弄人的高木同學 第三季,49721,Karakai Jouzu no Takagi-san 3,https://cdn.myanimelist.net/images/anime/1861/120361.jpg,2022
黑色子彈,20787,Black Bullet,https://cdn.myanimelist.net/images/anime/1292/94693.jpg,2014
花開物語,9289,Hanasaku Iroha,https://cdn.myanimelist.net/images/anime/1491/117229.jpg,2011
排球少年！！,20583,Haikyuu!!,https://cdn.myanimelist.net/images/anime/7/76014.jpg,2014
不起眼女主角培育法 第二季,35338,Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,https://cdn.myanimelist.net/images/anime/12/85115.jpg,2017
鄰座的怪同學,14227,Tonari no Kaibutsu-kun,https://cdn.myanimelist.net/images/anime/4/39779.jpg,2012
星期一的豐滿,34213,Getsuyoubi no Tawawa,https://cdn.myanimelist.net/images/anime/13/83576.jpg,2016
加油吧同期醬,49605,Ganbare Douki-chan,https://cdn.myanimelist.net/images/anime/1185/117548.jpg,2021
惡魔奶爸,9513,Beelzebub,https://cdn.myanimelist.net/images/anime/3/28013.jpg,2011
妖怪少爺,7592,Nurarihyon no Mago,https://cdn.myanimelist.net/images/anime/9/75631.jpg,2010
鬼滅之刃劇場版 無限列車篇,40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,https://cdn.myanimelist.net/images/anime/1704/106947.jpg,2020
我立於百萬生命之上 第二季,44881,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,https://cdn.myanimelist.net/images/anime/1424/117718.jpg,2021
偵探已經，死了。,46471,"Tantei wa Mou, Shindeiru.",https://cdn.myanimelist.net/images/anime/1843/115815.jpg,2021
我們的重製人生,40904,Bokutachi no Remake,https://cdn.myanimelist.net/images/anime/1871/118309.jpg,2021
絕園的暴風雨,14075,Zetsuen no Tempest,https://cdn.myanimelist.net/images/anime/7/42453.jpg,2012
異世界魔王與召喚少女的奴隸魔術 Ω,41623,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,https://cdn.myanimelist.net/images/anime/1011/113703.jpg,2021
ReLIFE 重返 17 歲,30015,ReLIFE,https://cdn.myanimelist.net/images/anime/3/82149.jpg,2016
戰鬥員派遣中！,41456,"Sentouin, Haken shimasu!",https://cdn.myanimelist.net/images/anime/1444/115118.jpg,2021
刮掉鬍子的我與撿到的女高中生,40938,Hige wo Soru. Soshite Joshikousei wo Hirou.,https://cdn.myanimelist.net/images/anime/1146/113477.jpg,2021
我家有個魚乾妹,28825,Himouto! Umaru-chan,https://cdn.myanimelist.net/images/anime/12/75086.jpg,2015
獵人 Hunter x Hunter,11061,Hunter x Hunter (2011),https://cdn.myanimelist.net/images/anime/1337/99013.jpg,2011
徒然喜歡你,34902,Tsurezure Children,https://cdn.myanimelist.net/images/anime/12/86676.jpg,2017
家庭教師 HITMAN REBORN！,1604,Katekyou Hitman Reborn!,https://cdn.myanimelist.net/images/anime/1531/142751.jpg,2006
來自風平浪靜的明日,16067,Nagi no Asu kara,https://cdn.myanimelist.net/images/anime/7/53549.jpg,2013
喬瑟與虎與魚群 動畫版,40787,Josee to Tora to Sakana-tachi,https://cdn.myanimelist.net/images/anime/1714/108892.jpg,2020
魔法科高中的劣等生,20785,Mahouka Koukou no Rettousei,https://cdn.myanimelist.net/images/anime/11/61039.jpg,2014
Just Because！,35639,Just Because!,https://cdn.myanimelist.net/images/anime/10/88234.jpg,2017
東京闇鴉,16011,Tokyo Ravens,https://cdn.myanimelist.net/images/anime/13/75094.jpg,2013
我立於百萬生命之上,41380,100-man no Inochi no Ue ni Ore wa Tatteiru,https://cdn.myanimelist.net/images/anime/1506/117717.jpg,2020
排球少年！！第四季 Part 2,40776,Haikyuu!! To the Top Part 2,https://cdn.myanimelist.net/images/anime/1453/106768.jpg,2020
家有女友,37982,Domestic na Kanojo,https://cdn.myanimelist.net/images/anime/1021/95670.jpg,2019
我的妹妹哪有這麼可愛！第二季,13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,https://cdn.myanimelist.net/images/anime/1325/100406.jpg,2013
魔法科高中的劣等生 來訪者篇,40497,Mahouka Koukou no Rettousei: Raihousha-hen,https://cdn.myanimelist.net/images/anime/1322/114329.jpg,2020
重啟咲良田,34102,Sakurada Reset,https://cdn.myanimelist.net/images/anime/5/87743.jpg,2017
如果有妹妹就好了。,35413,Imouto sae Ireba Ii.,https://cdn.myanimelist.net/images/anime/10/88472.jpg,2017
異世界魔王與召喚少女的奴隸魔術,37210,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,https://cdn.myanimelist.net/images/anime/1649/93412.jpg,2018
請讓我撒嬌，仙狐大人！,38759,Sewayaki Kitsune no Senko-san,https://cdn.myanimelist.net/images/anime/1814/99677.jpg,2019
排球少年！！第四季,38883,Haikyuu!! To the Top,https://cdn.myanimelist.net/images/anime/1813/105367.jpg,2020
爆肝工程師的異世界狂想曲,34497,Death March kara Hajimaru Isekai Kyousoukyoku,https://cdn.myanimelist.net/images/anime/4/88911.jpg,2018
斬！赤紅之瞳,22199,Akame ga Kill!,https://cdn.myanimelist.net/images/anime/1429/95946.jpg,2014
虛構推理 第二季,44204,Kyokou Suiri Season 2,https://cdn.myanimelist.net/images/anime/1901/131653.jpg,2023
遊戲王 次元的黑暗面,28771,Yu☆Gi☆Oh! The Dark Side of Dimensions,https://cdn.myanimelist.net/images/anime/12/77614.jpg,2016
結界師,1606,Kekkaishi,https://cdn.myanimelist.net/images/anime/7/75191.jpg,2006
終末的後宮,41946,Shuumatsu no Harem,https://cdn.myanimelist.net/images/anime/1491/117296.jpg,2022
終物語,31181,Owarimonogatari,https://cdn.myanimelist.net/images/anime/8/76479.jpg,2015
惡魔高校 D×D HERO,34281,High School DxD Hero,https://cdn.myanimelist.net/images/anime/1189/93528.jpg,2018
刀劍神域外傳 Gun Gale Online II,55994,Sword Art Online Alternative: Gun Gale Online II,https://cdn.myanimelist.net/images/anime/1360/153020.jpg,2024
進擊的巨人 The Final Season 完結篇 後篇,48583,Shingeki no Kyojin: The Final Season Part 2,https://cdn.myanimelist.net/images/anime/1948/120625.jpg,2022
七大罪 眾神的逆鱗,39701,Nanatsu no Taizai: Kamigami no Gekirin,https://cdn.myanimelist.net/images/anime/1546/103418.jpg,2019
劇場版 在地下城尋求邂逅是否搞錯了什麼 ─ 獵戶座之箭 ─,37348,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,https://cdn.myanimelist.net/images/anime/1239/96949.jpg,2019
杜鵑婚約 第二季,59402,Kakkou no Iinazuke Season 2,https://cdn.myanimelist.net/images/anime/1551/150517.jpg,2025
戀上換裝娃娃 Season 2,53065,Sono Bisque Doll wa Koi wo Suru Season 2,https://cdn.myanimelist.net/images/anime/1024/150787.jpg,2025
徹夜之歌 Season 2,58390,Yofukashi no Uta Season 2,https://cdn.myanimelist.net/images/anime/1509/148453.jpg,2025
LAZARUS 拉撒路,56038,Lazarus,https://cdn.myanimelist.net/images/anime/1098/150300.jpg,2025
持續狩獵史萊姆三百年，不知不覺就練到 LV MAX 第二季,50738,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita: Sono Ni",https://cdn.myanimelist.net/images/anime/1074/147339.jpg,2025
炎炎消防隊 參之章,51818,Enen no Shouboutai: San no Shou,https://cdn.myanimelist.net/images/anime/1527/146836.jpg,2025
雖然是公會的櫃檯小姐，但因為不想加班所以打算獨自討伐迷宮頭目,55997,"Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu",https://cdn.myanimelist.net/images/anime/1904/144608.jpg,2025
突然降臨的埃及神 第二季,49522,Toutotsu ni Egypt Shin 2,https://cdn.myanimelist.net/images/anime/1448/122765.jpg,2023
SPY×FAMILY 間諜家家酒 CODE: White,53888,Spy x Family Movie: Code: White,https://cdn.myanimelist.net/images/anime/1426/139388.jpg,2023
青春豬頭少年不會夢到紅書包女孩,54870,Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai,https://cdn.myanimelist.net/images/anime/1937/138379.jpg,2023
2.5 次元的誘惑,53802,2.5-jigen no Ririsa,https://cdn.myanimelist.net/images/anime/1779/143584.jpg,2024
曾經、魔法少女和邪惡相互為敵。,57217,Katsute Mahou Shoujo to Aku wa Tekitai shiteita.,https://cdn.myanimelist.net/images/anime/1653/143959.jpg,2024
異世界自殺突擊隊,55848,Isekai Suicide Squad,https://cdn.myanimelist.net/images/anime/1644/142052.jpg,2024
鬼滅之刃 柱訓練篇,55701,Kimetsu no Yaiba: Hashira Geiko-hen,https://cdn.myanimelist.net/images/anime/1565/142711.jpg,2024
魔都精兵的奴隸 第二季,58505,Mato Seihei no Slave 2,https://cdn.myanimelist.net/images/anime/1668/148737.jpg,2026
BLEACH 死神 千年血戰篇-相剋譚-,56784,Bleach: Sennen Kessen-hen - Soukoku-tan,https://cdn.myanimelist.net/images/anime/1595/144074.jpg,2024
肌肉魔法使-MASHLE- 神覺者候補選拔試驗篇,55813,Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,https://cdn.myanimelist.net/images/anime/1912/140804.jpg,2024
青之驅魔師,9919,Ao no Exorcist,https://cdn.myanimelist.net/images/anime/10/75195.jpg,2011
僕愛君愛：致我深愛的每個妳,49834,Boku ga Aishita Subete no Kimi e,https://cdn.myanimelist.net/images/anime/1145/127594.jpg,2022
僕愛君愛：致深愛妳的那個我,49835,Kimi wo Aishita Hitori no Boku e,https://cdn.myanimelist.net/images/anime/1332/127596.jpg,2022
家裡蹲吸血姬的鬱悶,54103,Hikikomari Kyuuketsuki no Monmon,https://cdn.myanimelist.net/images/anime/1032/137893.jpg,2023
BLEACH 死神 千年血戰篇-訣別譚-,53998,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,https://cdn.myanimelist.net/images/anime/1164/138058.jpg,2023
鬼滅之刃 刀匠村篇,51019,Kimetsu no Yaiba: Katanakaji no Sato-hen,https://cdn.myanimelist.net/images/anime/1765/135099.jpg,2023
進擊的巨人 The Final Season 完結篇 前篇,51535,Shingeki no Kyojin: The Final Season - Kanketsu-hen,https://cdn.myanimelist.net/images/anime/1279/131078.jpg,2023
劇場版 擅長捉弄人的高木同學,49722,Karakai Jouzu no Takagi-san Movie,https://cdn.myanimelist.net/images/anime/1376/123398.jpg,2022
怕痛的我，把防禦力點滿就對了 第二季,41514,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,https://cdn.myanimelist.net/images/anime/1782/128859.jpg,2023
間諜教室,51252,Spy Kyoushitsu,https://cdn.myanimelist.net/images/anime/1491/132864.jpg,2023
一拳超人 第二季,34134,One Punch Man 2nd Season,https://cdn.myanimelist.net/images/anime/1247/122044.jpg,2019
杜鵑婚約,48675,Kakkou no Iinazuke,https://cdn.myanimelist.net/images/anime/1285/120529.jpg,2022
刀劍神域劇場版－Progressive－無星夜的詠嘆調,42916,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,https://cdn.myanimelist.net/images/anime/1590/116274.jpg,2021
炎炎消防隊 貳之章,40956,Enen no Shouboutai: Ni no Shou,https://cdn.myanimelist.net/images/anime/1673/107657.jpg,2020
風都偵探,48649,Fuuto Tantei,https://cdn.myanimelist.net/images/anime/1945/123588.jpg,2022
炎炎消防隊,38671,Enen no Shouboutai,https://cdn.myanimelist.net/images/anime/1664/103275.jpg,2019
工作細胞 第二季,39586,Hataraku Saibou!!,https://cdn.myanimelist.net/images/anime/1726/114552.jpg,2021
BLEACH 死神 千年血戰篇,41467,Bleach: Sennen Kessen-hen,https://cdn.myanimelist.net/images/anime/1908/135431.jpg,2022
出租女友 第二季,42963,"Kanojo, Okarishimasu 2nd Season",https://cdn.myanimelist.net/images/anime/1070/124592.jpg,2022
流浪神差 ARAGOTO,30503,Noragami Aragoto,https://cdn.myanimelist.net/images/anime/1689/94850.jpg,2015
黑白來看守所,30016,Nanbaka,https://cdn.myanimelist.net/images/anime/2/81399.jpg,2016
青梅竹馬絕對不會輸的戀愛喜劇,43007,Osananajimi ga Zettai ni Makenai Love Comedy,https://cdn.myanimelist.net/images/anime/1111/113327.jpg,2021
鬼滅之刃 遊郭篇,47778,Kimetsu no Yaiba: Yuukaku-hen,https://cdn.myanimelist.net/images/anime/1908/120036.jpg,2021
鬼滅之刃 無限列車篇,49926,Kimetsu no Yaiba: Mugen Ressha-hen,https://cdn.myanimelist.net/images/anime/1065/118763.jpg,2021
七大罪 戒律的復活,34577,Nanatsu no Taizai: Imashime no Fukkatsu,https://cdn.myanimelist.net/images/anime/11/90089.jpg,2018
進擊的巨人 The Final Season,40028,Shingeki no Kyojin: The Final Season,https://cdn.myanimelist.net/images/anime/1000/110531.jpg,2020
刀劍神域 劇場版 序列爭戰,31765,Sword Art Online Movie: Ordinal Scale,https://cdn.myanimelist.net/images/anime/1557/123313.jpg,2017
遙的接球,35983,Harukana Receive,https://cdn.myanimelist.net/images/anime/1924/95212.jpg,2018
劇場版 進擊的巨人 覺醒的咆哮,36702,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,https://cdn.myanimelist.net/images/anime/1710/95650.jpg,2018
進擊的巨人 第二季,25777,Shingeki no Kyojin Season 2,https://cdn.myanimelist.net/images/anime/4/84177.jpg,2017
刀劍神域 Sword Art Online 第二季,21881,Sword Art Online II,https://cdn.myanimelist.net/images/anime/1223/121999.jpg,2014
讓我聽見愛的歌聲,42847,Ai no Utagoe wo Kikasete,https://cdn.myanimelist.net/images/anime/1535/116583.jpg,2021
突然降臨的埃及神,41688,Toutotsu ni Egypt Shin,https://cdn.myanimelist.net/images/anime/1955/107042.jpg,2020
棋靈王,135,Hikaru no Go,https://cdn.myanimelist.net/images/anime/12/78317.jpg,2001
天穗之咲稻姬,58357,Tensui no Sakuna-hime,https://cdn.myanimelist.net/images/anime/1888/143803.jpg,2024
逆轉裁判,31630,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",https://cdn.myanimelist.net/images/anime/5/79448.jpg,2016
原子小金剛,3044,Tetsuwan Atom (1980),https://cdn.myanimelist.net/images/anime/1967/129099.jpg,1980
機動戰士鋼彈 00 第二季,3927,Kidou Senshi Gundam 00 Second Season,https://cdn.myanimelist.net/images/anime/9/12782.jpg,2008
名偵探柯南,235,Meitantei Conan,https://cdn.myanimelist.net/images/anime/7/75199.jpg,1996
我的妹妹哪有這麼可愛！,8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,https://cdn.myanimelist.net/images/anime/1508/129576.jpg,2010
城市獵人,1470,City Hunter,https://cdn.myanimelist.net/images/anime/8/20587.jpg,1987
黃昏旅店,59136,Tasokare Hotel,https://cdn.myanimelist.net/images/anime/1974/147269.jpg,2025
庫洛魔法使 第一季,232,Cardcaptor Sakura,https://cdn.myanimelist.net/images/anime/8/60781.jpg,1998
梅露可物語,37232,Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,https://cdn.myanimelist.net/images/anime/1394/95704.jpg,2018
飆速宅男,18179,Yowamushi Pedal,https://cdn.myanimelist.net/images/anime/5/53211.jpg,2013
最終休止符,37254,Last Period: Owarinaki Rasen no Monogatari,https://cdn.myanimelist.net/images/anime/1710/95065.jpg,2018
灰色：幻影扳機 動畫版,35868,Grisaia: Phantom Trigger The Animation,https://cdn.myanimelist.net/images/anime/1275/97358.jpg,2019
噬神者,27631,God Eater,https://cdn.myanimelist.net/images/anime/7/73852.jpg,2015
失格紋的最強賢者,47161,Shikkakumon no Saikyou Kenja,https://cdn.myanimelist.net/images/anime/1132/120388.jpg,2022
EX-ARM,38853,Ex-Arm,https://cdn.myanimelist.net/images/anime/1847/113935.jpg,2021
約會大作戰 DATE A LIVE III,36633,Date A Live III,https://cdn.myanimelist.net/images/anime/1055/100468.jpg,2019
如果究極進化的完全沉浸 RPG 比現實還更像垃圾遊戲的話,44276,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,https://cdn.myanimelist.net/images/anime/1357/113277.jpg,2021
槍與假面舞會,24011,Lance N' Masques,https://cdn.myanimelist.net/images/anime/13/76576.jpg,2015
盾之勇者成名錄 Season 2,40356,Tate no Yuusha no Nariagari Season 2,https://cdn.myanimelist.net/images/anime/1143/121873.jpg,2022
開掛藥師的異世界悠閒生活,40960,Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,https://cdn.myanimelist.net/images/anime/1787/115817.jpg,2021
比方說，這是個出身魔王關附近的少年在新手村生活的故事,40594,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,https://cdn.myanimelist.net/images/anime/1512/111549.jpg,2021
LAIDBACKERS：勇者的尼特族生活,38558,Laidbackers,https://cdn.myanimelist.net/images/anime/1345/119892.jpg,2019
Radiant 虛空魔境,37202,Radiant,https://cdn.myanimelist.net/images/anime/1318/95345.jpg,2018
刀劍神域 Alicization War of Underworld,39597,Sword Art Online: Alicization - War of Underworld,https://cdn.myanimelist.net/images/anime/1630/103417.jpg,2019
UQ HOLDER！悠久持有者！,33478,UQ Holder! Mahou Sensei Negima! 2,https://cdn.myanimelist.net/images/anime/6/88354.jpg,2017
歡迎來到實力至上主義的教室 第二季,51096,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,https://cdn.myanimelist.net/images/anime/1010/124180.jpg,2022
骸骨騎士大人異世界冒險中,48760,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",https://cdn.myanimelist.net/images/anime/1361/120706.jpg,2022
午睡公主～不為人知的故事～,33204,Hirune Hime: Shiranai Watashi no Monogatari,https://cdn.myanimelist.net/images/anime/7/84071.jpg,2017
神偷怪盜 1412,25517,Magic Kaito 1412,https://cdn.myanimelist.net/images/anime/3/67807.jpg,2014
劇場版動畫 借來的100天,8142,Colorful (Movie),https://cdn.myanimelist.net/images/anime/1839/103426.jpg,2010
JOKER GAME,31405,Joker Game,https://cdn.myanimelist.net/images/anime/9/77523.jpg,2016
瓦尼塔斯的手札,48580,Vanitas no Karte,https://cdn.myanimelist.net/images/anime/1401/118483.jpg,2021
灼熱卡巴迪,42395,Shakunetsu Kabaddi,https://cdn.myanimelist.net/images/anime/1936/114022.jpg,2021
黑街 GANGSTA.,25183,Gangsta.,https://cdn.myanimelist.net/images/anime/8/74415.jpg,2015
神劍闖江湖,45,Rurouni Kenshin: Meiji Kenkaku Romantan,https://cdn.myanimelist.net/images/anime/1346/119505.jpg,1996
大貴族,41345,Noblesse,https://cdn.myanimelist.net/images/anime/1903/111646.jpg,2020
催眠麥克風,40803,Hypnosis Mic: Division Rap Battle - Rhyme Anima,https://cdn.myanimelist.net/images/anime/1677/106540.jpg,2020
鋼之鍊金術師 2003,121,Fullmetal Alchemist,https://cdn.myanimelist.net/images/anime/10/75815.jpg,2003
魔王學院的不適任者～史上最強的魔王始祖，轉生就讀子孫們的學校～,40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",https://cdn.myanimelist.net/images/anime/1126/108573.jpg,2020
黑色五葉草,34572,Black Clover,https://cdn.myanimelist.net/images/anime/2/88336.jpg,2017
格萊普尼爾,39463,Gleipnir,https://cdn.myanimelist.net/images/anime/1808/111697.jpg,2020
Concrete‧Revolutio 超人幻想,31147,Concrete Revolutio: Choujin Gensou,https://cdn.myanimelist.net/images/anime/3/76143.jpg,2015
無頭騎士異聞錄 DuRaRaRa!!×2 承,23199,Durarara!!x2 Shou,https://cdn.myanimelist.net/images/anime/12/67743.jpg,2015
魔物娘的同居日常,30307,Monster Musume no Iru Nichijou,https://cdn.myanimelist.net/images/anime/9/75104.jpg,2015
實況主的逃脫遊戲【直播中】,37926,Nakanohito Genome [Jikkyouchuu],https://cdn.myanimelist.net/images/anime/1725/102251.jpg,2019
我的英雄學院 第四季,38408,Boku no Hero Academia 4th Season,https://cdn.myanimelist.net/images/anime/1412/107914.jpg,2019
廚病激發 BOY,38390,Chuubyou Gekihatsu Boy,https://cdn.myanimelist.net/images/anime/1715/111407.jpg,2019
入間同學入魔了！,39196,Mairimashita! Iruma-kun,https://cdn.myanimelist.net/images/anime/1009/103187.jpg,2019
魔法使的新娘,35062,Mahoutsukai no Yome,https://cdn.myanimelist.net/images/anime/3/88476.jpg,2017
奇諾之旅 the Beautiful World,35079,Kino no Tabi: The Beautiful World - The Animated Series,https://cdn.myanimelist.net/images/anime/13/87235.jpg,2017
咒術迴戰 死滅迴游 前篇,57658,Jujutsu Kaisen: Shimetsu Kaiyuu - Zenpen,https://cdn.myanimelist.net/images/anime/1659/154920.jpg,2026
路人超能 100 第三季,50172,Mob Psycho 100 III,https://cdn.myanimelist.net/images/anime/1228/125011.jpg,2022
OVERLORD 第四季,48895,Overlord IV,https://cdn.myanimelist.net/images/anime/1530/120110.jpg,2022
阿松,31174,Osomatsu-san,https://cdn.myanimelist.net/images/anime/7/76540.jpg,2015
入間同學入魔了！第二季,41402,Mairimashita! Iruma-kun 2nd Season,https://cdn.myanimelist.net/images/anime/1527/113656.jpg,2021
我的英雄學院 第五季,41587,Boku no Hero Academia 5th Season,https://cdn.myanimelist.net/images/anime/1911/113611.jpg,2021
幼女社長,43001,Youjo Shachou,https://cdn.myanimelist.net/images/anime/1844/110500.jpg,2021
進擊的巨人 第三季,35760,Shingeki no Kyojin Season 3,https://cdn.myanimelist.net/images/anime/1173/92110.jpg,2018
進擊的巨人,16498,Shingeki no Kyojin,https://cdn.myanimelist.net/images/anime/10/47347.jpg,2013
死亡筆記本,1535,Death Note,https://cdn.myanimelist.net/images/anime/1079/138100.jpg,2006
史上最強弟子兼一,1559,Shijou Saikyou no Deshi Kenichi,https://cdn.myanimelist.net/images/anime/9/75515.jpg,2006
抓狂一族,2716,Urayasu Tekkin Kazoku,https://cdn.myanimelist.net/images/anime/5/3656.jpg,1998
屍者的帝國,28625,Shisha no Teikoku,https://cdn.myanimelist.net/images/anime/4/75468.jpg,2015
怪獸 8 號：Mission Recon,59489,Kaijuu 8-gou Movie,https://cdn.myanimelist.net/images/anime/1127/146604.jpg,2025
平凡職業造就世界最強 第二季,40507,Arifureta Shokugyou de Sekai Saikyou 2nd Season,https://cdn.myanimelist.net/images/anime/1877/119668.jpg,2022
我與機器子,51940,Boku to Roboko,https://cdn.myanimelist.net/images/anime/1986/134747.jpg,2022
阿松 劇場版,38201,Osomatsu-san Movie,https://cdn.myanimelist.net/images/anime/1492/113860.jpg,2019
安逸領主的愉快領地防衛～用生產系魔術將無名村改造成最強要塞都市～,61549,Okiraku Ryoushu no Tanoshii Ryouchi Bouei: Seisankei Majutsu de Na mo Naki Mura wo Saikyou no Jousai Toshi ni,https://cdn.myanimelist.net/images/anime/1264/153908.jpg,2026
極黑的布倫希爾德,21431,Gokukoku no Brynhildr,https://cdn.myanimelist.net/images/anime/5/61433.jpg,2014
大小姐×執事！,7148,Ladies versus Butlers!,https://cdn.myanimelist.net/images/anime/7/75252.jpg,2010
烈火之炎,238,Rekka no Honoo,https://cdn.myanimelist.net/images/anime/1646/113504.jpg,1997
RAIL WARS! -日本國有鐵道公安隊-,23309,Rail Wars!,https://cdn.myanimelist.net/images/anime/13/65671.jpg,2014
千緒的通學路,35821,Chio-chan no Tsuugakuro,https://cdn.myanimelist.net/images/anime/1073/95042.jpg,2018
無職英雄：技能什麼的毫無用處,56854,Mushoku no Eiyuu: Betsu ni Skill Nanka Iranakatta n da ga,https://cdn.myanimelist.net/images/anime/1721/151097.jpg,2025
為丑女獻上花束,53512,Busu ni Hanataba wo.,https://cdn.myanimelist.net/images/anime/1672/148193.jpg,2025
鄉下大叔成為劍聖～只是區區鄉下劍術師傅，成大器的弟子們卻不肯放過我～,59452,"Katainaka no Ossan, Kensei ni Naru",https://cdn.myanimelist.net/images/anime/1069/148148.jpg,2025
最弱技能《果實大師》 ～關於能無限食用技能果實（吃了就會死）這件事～,59002,"Hazure Skill ""Kinomi Master"": Skill no Mi (Tabetara Shinu) wo Mugen ni Taberareru You ni Natta Ken ni Tsuite",https://cdn.myanimelist.net/images/anime/1703/146128.jpg,2025
凍牌~地下麻將鬥牌錄~,57796,Touhai: Ura Rate Mahjong Touhairoku,https://cdn.myanimelist.net/images/anime/1306/145571.jpg,2024
愛在征服世界後,48643,Koi wa Sekai Seifuku no Ato de,https://cdn.myanimelist.net/images/anime/1347/120593.jpg,2022
那就是聲優！,29163,Sore ga Seiyuu!,https://cdn.myanimelist.net/images/anime/7/75198.jpg,2015
波波羅克洛伊斯物語,4191,Popolocrois Monogatari,https://cdn.myanimelist.net/images/anime/2/17877.jpg,1998
魔法戰士李維,1164,Mahou Senshi Louie,https://cdn.myanimelist.net/images/anime/1226/137581.jpg,2001
小紅帽恰恰,103,Akazukin Chacha,https://cdn.myanimelist.net/images/anime/1098/108972.jpg,1994
甜蜜聲優,710,Rec,https://cdn.myanimelist.net/images/anime/1940/124243.jpg,2006
機械女神 J,573,Saber Marionette J,https://cdn.myanimelist.net/images/anime/1754/97053.jpg,1996
櫻蘭高校男公關部,853,Ouran Koukou Host Club,https://cdn.myanimelist.net/images/anime/2/71992.jpg,2006
只有我能進入的隱藏迷宮,41899,Ore dake Haireru Kakushi Dungeon,https://cdn.myanimelist.net/images/anime/1988/115708.jpg,2021
瑪莉亞†狂熱,5030,Maria†Holic,https://cdn.myanimelist.net/images/anime/1240/111304.jpg,2009
緣之空,8861,Yosuga no Sora,https://cdn.myanimelist.net/images/anime/5/76216.jpg,2010
